id,name,price,url,rating,review_count,brand_name,suitable_type,ingredients,sentiment,first_sentence
1100,FOUNDATION Hair Mask,$48.00,https://credobeauty.com/products/foundation-hair-mask,4.7,6,RŌZ,['all hair'],"['repair', 'antioxidants', 'moisture', 'alcohol', 'fragrance']",60% positive,Love the texture and how moisturized my hair feels when I use it.
1101,ROOT Lift Spray,$42.00,https://credobeauty.com/products/root-lift-spray,No rating,No reviews,RŌZ,['fine hair'],"['antioxidants', 'moisture', 'alcohol', 'fragrance']",,
1102,The Volume Duo,$65.00,https://credobeauty.com/products/the-volume-duo,No rating,No reviews,RŌZ,['fine hair'],"['antioxidants', 'moisture', 'alcohol', 'fragrance']",,
1103,Brow Milk,$32.00,https://credobeauty.com/products/brow-milk,3.9,9,Rye Beauty,['all skin'],"['anti-aging', 'antioxidants', 'sun protection', 'moisture', 'exfoliating']",60% positive,Soft and fluffy eyebrow gel that lasts all day.
1104,Brow Grooming Serum,$49.00,https://credobeauty.com/products/brow-grooming-serum,4.4,27,Rye Beauty,['all skin'],"['anti-aging', 'moisture', 'alcohol', 'exfoliating']",,
1105,"Golden Glow Eye Balm with Ghee, Centella & Eyebright",$52.00,https://credobeauty.com/products/golden-glow-eye-balm,4.8,5,Sahajan,"['dry skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'antioxidants', 'sun protection']",100% positive,"This is an incredible eye balm if your eyes are dry, crepey and."
1106,"Golden Milk Cleanser with Turmeric, Vitamin C + Black Cumin Seed Oil",$38.00,https://credobeauty.com/products/golden-milk-cleanser,4.7,15,Sahajan,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'alcohol']",80% positive,"Gentle, soothing, moisturizing Its rare to find a cleanser that is actually."
1107,The Beauty Oil,$55.00,https://credobeauty.com/products/the-beauty-oil,No rating,No reviews,Sahajan,"['dry skin', 'normal skin', 'combination skin', 'aging skin', 'all skin']",['sun protection'],,
1108,Lip Karma,From $14,https://credobeauty.com/products/lip-karma,4.6,46,Sahajan,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']",[],80% positive,The smell is divine.
1109,"Brightening Mask with Turmeric, Adaptogens and AHAs",$54.00,https://credobeauty.com/products/brightening-mask,4,21,Sahajan,"['dry skin', 'normal skin', 'combination skin', 'aging skin', 'all skin']","['moisture', 'alcohol', 'antioxidants']",40% positive,White cream texture that dries clear.
1110,"Balance Toner with Vitamin C, and AHAs",$34.00,https://credobeauty.com/products/balance-toner,4.9,54,Sahajan,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'alcohol', 'fragrance']",100% positive,"Love this toner, so so good."
1111,Essential Cleansing Oil with Vitamin C and Squalane,$40.00,https://credobeauty.com/products/essential-oil-cleanser,4.8,64,Sahajan,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'antioxidants', 'sun protection']",,
1112,Nourish Crème Riche with Vitamin C and Centella,$55.00,https://credobeauty.com/products/sahajan-nourish-creme-riche,No rating,No reviews,Sahajan,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'alcohol', 'fragrance']",,
1113,Radiance Vitamin C Serum with Centella + Hyaluronic Acid,$64.00,https://credobeauty.com/products/sahajan-radiance-serum,No rating,69,Sahajan,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'alcohol', 'fragrance']",,
1114,"Radiance Eye Cream with Niacinamide, Vitamin C & Adaptogens",$40.00,https://credobeauty.com/products/sahajan-restorative-eye-cream,No rating,15,Sahajan,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['anti-aging', 'antioxidants', 'moisture', 'alcohol', 'exfoliating']",,
1115,Pore Clarity Cleanser,$36.00,https://credobeauty.com/products/pore-clarity-cleanser,4.5,6,Saint Jane Beauty,['all skin'],"['moisture', 'exfoliating']",,
1116,Luxury Body Ritual SPF 30,$48.00,https://credobeauty.com/products/luxury-body-ritual-spf-30,4.6,9,Saint Jane Beauty,['all skin'],"['antioxidants', 'sun protection', 'moisture', 'alcohol']",60% positive,Luxury Body Ritual SPF 30 Safe spf that goes on like a dream.
1117,Star Flower Niacinamide Serum,$95.00,https://credobeauty.com/products/star-flower-niacinamide-serum,No rating,6,Saint Jane Beauty,['all skin'],"['moisture', 'anti-aging', 'exfoliating']",,
1118,Superflower Detox Serum,$88.00,https://credobeauty.com/products/superflower-detox-serum,4.3,9,Saint Jane Beauty,['all skin'],"['antioxidants', 'sun protection']",,
1119,Hydrabloom Body Silk,$48.00,https://credobeauty.com/products/hydrabloom-body-silk,4.2,5,Saint Jane Beauty,"['dry skin', 'aging skin']","['repair', 'antioxidants', 'moisture', 'alcohol']",,
1120,Luxury Sun Ritual Sunscreen SPF 30,$38.00,https://credobeauty.com/products/luxury-sun-ritual-spf-30,4.6,219,Saint Jane Beauty,['all skin'],"['antioxidants', 'sun protection', 'moisture', 'alcohol']",,
1121,Hydrating Petal Cream,$68.00,https://credobeauty.com/products/hydrating-petal-cream,4.5,20,Saint Jane Beauty,"['dry skin', 'aging skin']","['anti-aging', 'antioxidants', 'sun protection', 'moisture', 'brightening']",80% positive,Luxurious and quickly absorbing I love this delicate and effective moisturizer.
1122,Bright Repair Eye Cream,$65.00,https://credobeauty.com/products/bright-repair-eye-cream,3.5,26,Saint Jane Beauty,"['dry skin', 'aging skin']","['anti-aging', 'antioxidants', 'moisture', 'alcohol', 'brightening']",80% positive,This eye cream effectively reduces inflammation and returns brightness to the under eye area.
1123,Luxury Lip Cream,$28.00,https://credobeauty.com/products/luxury-lip-cream,No rating,No reviews,Saint Jane Beauty,[],['moisture'],100% positive,Gorgeous blend of red and purple that I cannot find in any other lipstick on.
1124,The C Drops,$90.00,https://credobeauty.com/products/the-c-drops,No rating,No reviews,Saint Jane Beauty,['dry skin'],"['antioxidants', 'moisture', 'fragrance', 'brightening']",,
1125,Luxury Body Serum,$58.00,https://credobeauty.com/products/luxury-body-serum,4.8,55,Saint Jane Beauty,"['dry skin', 'sensitive skin']","['moisture', 'sun protection']",100% positive,Scent feels both a bit masculine and a bit old lady to me scent is so.
1126,Luxury Lip Oil,$28.00,https://credobeauty.com/products/luxury-lip-shine,No rating,114,Saint Jane Beauty,['all skin'],"['moisture', 'sun protection']",100% positive,Moisturizing and just the right amount of color Love these lip glosses.
1127,Luxury Beauty Serum,From $38,https://credobeauty.com/products/luxury-beauty-serum,No rating,203,Saint Jane Beauty,"['dry skin', 'oily skin', 'aging skin']","['moisture', 'sun protection']",100% positive,Luxury Beauty Serum is like a delicate oil and soaks in beautifully.
1128,Revolution de la Fleur Eau de Parfum,From $35,https://credobeauty.com/products/revolution-de-la-fleur-eau-de-parfum,No rating,No reviews,Sana Jardin,['all skin'],"['alcohol', 'fragrance']",,
1129,Sana Jardin Discovery Set,$45.00,https://credobeauty.com/products/sana-jardin-discovery-set,5,1,Sana Jardin,['all skin'],"['alcohol', 'fragrance']",,
1130,Sana Jardin Scent Bauble,$28.00,https://credobeauty.com/products/sana-jardin-scent-bauble,No rating,No reviews,Sana Jardin,[],"['alcohol', 'fragrance']",,
1131,Venus of Verbena Eau de Parfum,From $30,https://credobeauty.com/products/venus-of-verbena-eau-de-parfum,No rating,No reviews,Sana Jardin,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['alcohol', 'fragrance']",,
1132,Incense Water Eau de Parfum,From $30,https://credobeauty.com/products/incense-water-eau-de-parfum,No rating,13,Sana Jardin,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['alcohol', 'fragrance']",100% positive,I bought this perfume for my teenage daughter.
1133,Vanilla Nomad Eau de Parfum,From $30,https://credobeauty.com/products/vanilla-nomad-eau-de-parfum,No rating,20,Sana Jardin,['all skin'],"['alcohol', 'fragrance']",,
1134,Jaipur Chant Eau De Parfum,From $30,https://credobeauty.com/products/jaipur-chant-eau-de-parfum,No rating,13,Sana Jardin,['all skin'],"['alcohol', 'fragrance']",60% positive,Jaipur Chant Eau De Parfum is one of my favorite sc.
1135,Sandalwood Temple Eau De Parfum,From $35,https://credobeauty.com/products/sandalwood-temple-eau-de-parfum,4.7,50,Sana Jardin,['all skin'],"['alcohol', 'fragrance']",,
1136,Tiger By Her Side Eau De Parfum,From $35,https://credobeauty.com/products/tiger-by-her-side-eau-de-parfum,No rating,No reviews,Sana Jardin,['all skin'],"['alcohol', 'fragrance']",,
1137,Berber Blonde Eau De Parfum,From $35,https://credobeauty.com/products/berber-blonde-eau-de-parfum,4.1,No reviews,Sana Jardin,['all skin'],"['alcohol', 'fragrance']",60% positive,This is a sassy but clean and vibrant scent with a hint of clean citrus.
1138,Forever Vessel,$45.00,https://credobeauty.com/products/forever-vessel,4,4,Siblings,[],[],75% positive,"This is a beautiful, timeless piece that will go with any style of decor."
1139,"No 01 — Bergamot, White Rose, Oakmoss",$29.00,https://credobeauty.com/products/no-01-bergamot-white-rose-oakmoss,4.6,157,Siblings,['all skin'],"['alcohol', 'fragrance']",,
1140,"No 03 — Tangerine, Jasmine, Vetiver",$29.00,https://credobeauty.com/products/no-03-tangerine-jasmine-vetiver,No rating,57,Siblings,['all skin'],"['alcohol', 'fragrance']",,
1141,"No 05 — Clove, Lavender, Cedarwood",$29.00,https://credobeauty.com/products/no-05-clove-lavender-cedarwood,4.9,76,Siblings,[],['fragrance'],,
1142,"No 07 — Ginger, Pink Grapefruit, Rhubarb",$29.00,https://credobeauty.com/products/no-07-ginger-pink-grapefruit-rhubarb,No rating,No reviews,Siblings,[],['fragrance'],,
1143,"No 13 — Palo Santo, Marshmallow Cream, Burnt Sugar",$29.00,https://credobeauty.com/products/no-13-palo-santo-marshmallow-cream-burnt-sugar,5,1,Siblings,['all skin'],[],,
1144,"No 15 — Black Amber, Nosy Be Ylang, Birch Sap",$29.00,https://credobeauty.com/products/no-15-black-amber-nosy-be-ylang-birch-sap,4.8,68,Siblings,['all skin'],[],,
1145,Starter Set,$74.00,https://credobeauty.com/products/starter-set,4.7,20,Siblings,[],"['alcohol', 'fragrance']",,
1146,NIRVANA: The Hand Serum,$36.00,https://credobeauty.com/products/nirvana-the-hand-serum,No rating,18,SIDIA,['all skin'],"['moisture', 'fragrance', 'antioxidants']",,
1147,WIRED: The Body Exfoliant,$46.00,https://credobeauty.com/products/wired-the-body-exfoliant,No rating,8,SIDIA,['all skin'],"['moisture', 'fragrance', 'anti-aging', 'exfoliating']",,
1148,WIRED: The Body Serum,$52.00,https://credobeauty.com/products/wired-the-body-serum,No rating,No reviews,SIDIA,['all skin'],"['antioxidants', 'sun protection', 'moisture', 'fragrance', 'exfoliating']",,
1149,BRALESS: The Body Serum,$52.00,https://credobeauty.com/products/braless-the-body-serum,4.5,13,SIDIA,['all skin'],"['antioxidants', 'sun protection', 'moisture', 'fragrance', 'exfoliating']",80% positive,This lightweight serum delivers serious hydration in an easy to apply formula.
1150,SOAKED: The Hand & Body Wash,$44.00,https://credobeauty.com/products/soaked-the-hand-body-wash,5,3,SIDIA,['all skin'],"['moisture', 'fragrance', 'anti-aging', 'exfoliating']",,
1151,SOAKED: The Hand & Body Cream,$52.00,https://credobeauty.com/products/soaked-the-hand-body-cream,No rating,No reviews,SIDIA,['all skin'],"['moisture', 'fragrance']",,
1152,NIRVANA: The Hand Exfoliant,$42.00,https://credobeauty.com/products/nirvana-the-hand-exfoliant,4.9,7,SIDIA,['all skin'],"['moisture', 'anti-aging', 'antioxidants']",,
1153,Dream Curl Mousse,$30.00,https://credobeauty.com/products/dream-curl-mousse,4.4,32,Sienna Naturals,"['damaged hair', 'dry hair', 'all hair']","['moisture', 'anti-aging', 'antioxidants']",100% positive,This mousse is helping my curlywavy hair actually hold its curliness for a.
1154,Wash Day Sampler,$45.00,https://credobeauty.com/products/wash-day-sampler,4.5,4,Sienna Naturals,"['damaged hair', 'dry hair', 'all hair']","['anti-aging', 'antioxidants', 'moisture', 'alcohol']",,
1155,Curl Elixir Spray,$32.00,https://credobeauty.com/products/curl-elixir-spray,4.4,92,Sienna Naturals,"['damaged hair', 'all hair']","['moisture', 'alcohol', 'antioxidants']",20% positive,The application of this product is odd and not user friendly.
1156,Hair & Scalp Repair Ritual Set,$112.00,https://credobeauty.com/products/hair-scalp-repair-ritual-set,No rating,1,Sienna Naturals,"['damaged hair', 'dry hair', 'all hair']","['anti-aging', 'antioxidants', 'moisture', 'alcohol']",100% positive,My scalp and hair feel very nourished.
1157,Lock & Seal Oil,$32.00,https://credobeauty.com/products/lock-seal-oil,No rating,50,Sienna Naturals,"['damaged hair', 'dry hair', 'curly hair']","['moisture', 'antioxidants']",80% positive,Nice Oil helped add shine and my hair felt moisturized.
1158,Dream Curl Cream,$32.00,https://credobeauty.com/products/dream-curl-cream,No rating,81,Sienna Naturals,"['dry skin', 'acne-prone skin', 'sensitive skin', 'all skin']","['moisture', 'alcohol', 'antioxidants']",40% positive,"I use this cream after a hair wash, in a scrunching method on wet."
1159,Daily Elixir Oil,$30.00,https://credobeauty.com/products/daily-elixir-oil,No rating,69,Sienna Naturals,"['dry hair', 'curly hair', 'all hair']",['antioxidants'],60% positive,This is the first Sienna Naturals product ve used that I dont love.
1160,Untangled Conditioner,$32.00,https://credobeauty.com/products/untangled-conditioner,No rating,No reviews,Sienna Naturals,"['damaged hair', 'curly hair', 'all hair']","['moisture', 'alcohol']",,
1161,Dew Magic Leave-In Conditioner,$28.00,https://credobeauty.com/products/dew-magic-leave-in-conditioner,4.7,180,Sienna Naturals,"['damaged hair', 'curly hair', 'all hair']","['moisture', 'alcohol', 'antioxidants']",60% positive,This product does not add enough definition and does not provide hold I need Works well Works.
1162,H.A.P.I Shampoo,$28.00,https://credobeauty.com/products/hapi-shampoo,No rating,101,Sienna Naturals,"['damaged hair', 'dry hair', 'curly hair', 'all hair']","['moisture', 'anti-aging', 'antioxidants']",80% positive,The shampoo leaves your hair with incredible moisture locked in.
1163,Plant Power Mask,$34.00,https://credobeauty.com/products/plant-power-mask,4.6,98,Sienna Naturals,"['damaged hair', 'dry hair', 'all hair']","['moisture', 'alcohol', 'antioxidants']",,
1164,Soapply for Credo Liquid Hand Wash,$20.00,https://credobeauty.com/products/soapply-for-credo-liquid-hand-wash,No rating,No reviews,Soapply,"['sensitive skin', 'all skin']",['moisture'],,
1165,Perfect Daily Hair Brush,$48.00,https://credobeauty.com/products/perfect-daily-hair-brush,No rating,No reviews,Solar Eclipse,['all hair'],[],,
1166,Detangling Wide Tooth Hair Comb,$22.00,https://credobeauty.com/products/detangling-wide-tooth-hair-comb,4.8,21,Solar Eclipse,['all hair'],[],100% positive,"Beautiful, well made comb I bought these as gifts and they really seem well made."
1167,Chunky Claw Clip,$22.00,https://credobeauty.com/products/chunky-claw-clip,4.9,8,Solar Eclipse,"['fine hair', 'all hair']",[],80% positive,"Luxe Hair Claw is a solid, high quality, sturdy hair claw."
1168,Handmade Ballet Bow Claw Clip,$24.00,https://credobeauty.com/products/handmade-ballet-bow-claw-clip,4,1,Solar Eclipse,"['fine hair', 'all hair']",[],100% positive,
1169,Handmade Origami Gardenia Hair Clip,$32.00,https://credobeauty.com/products/handmade-origami-gardenia-hair-clip,No rating,2,Solar Eclipse,"['fine hair', 'all hair']",[],50% positive,Super durable clip good for thick hair holds all of my thick hair and looks so.
1170,Hand-Painted Cherry Blossom Handbag Heroes Gift Set,$68.00,https://credobeauty.com/products/hand-painted-cherry-blossom-handbag-heroes-gift-set,5,2,Solar Eclipse,['all hair'],[],100% positive,The brush is amazing and get compliments on it whenever i pull it out of my purse.
1171,Hand-Painted Narcissus Flower Claw Clip,$28.00,https://credobeauty.com/products/hand-painted-narcissus-flower-claw-clip,4,1,Solar Eclipse,"['fine hair', 'all hair']",[],100% positive,
1172,Hand-Painted Waterlily Handbag Heroes Gift Set,$68.00,https://credobeauty.com/products/hand-painted-waterlily-handbag-heroes-gift-set,4,1,Solar Eclipse,['all hair'],[],100% positive,Very durable Great.
